fecha,asesor,producto,valor_Base,cantidad,valor_comision
2026-06-09,Jefferson Andres Castrillon  Piã±Uela,DOSALDIN * 20 TAB,"32,000",24,"3,840"
2026-06-09,Jefferson Andres Castrillon  Piã±Uela,GRIPAC 4 * 100 CAP,"10,500",12,"1,260"
2026-06-09,Jefferson Andres Castrillon  Piã±Uela,IBUPROFENO 800 MG * 50 TAB,"5,000",10,500
2026-06-09,Jefferson Andres Castrillon  Piã±Uela,LEVOTIROXINA 25 MG * 30 TAB,"19,200",10,"1,920"
2026-06-09,Jefferson Andres Castrillon  Piã±Uela,LOSARTAN E CARDIO 50 MG * 300 TAB,"3,000",10,300
2026-06-09,Jefferson Andres Castrillon  Piã±Uela,MELOXICAM 15 MG * 10 TAB,"16,200",10,"1,620"
2026-06-09,Jefferson Andres Castrillon  Piã±Uela,MIELTERTOS GRIPA NOCHE PANELA LIMON * 24 S/S,"5,400",20,540
2026-06-09,Jefferson Andres Castrillon  Piã±Uela,MIELTERTOS PASTILLAS MASTICABLES * 12 S/S,"11,200",20,"1,120"
2026-06-09,Jefferson Andres Castrillon  Piã±Uela,POSTDAY * 2 TAB,"19,000",10,"1,900"
2026-06-09,Jefferson Andres Castrillon  Piã±Uela,PRUEBA DE EMBARAZO DB LIFE LAPICERO * 1 UND,"11,900",5,595
2026-06-09,Jefferson Andres Castrillon  Piã±Uela,RANIMED PLUS * 24 S/S /D19/,"8,700",30,870
2026-06-09,Jefferson Andres Castrillon  Piã±Uela,VITAMINA C + ZINC MANDARINA * 100 TAB,"5,882",15,882
2026-06-10,John Pablo  Hernandez  Arevalo,ACETAMINOFEN 500 MG * 100 TAB,"18,000",60,"2,160"
2026-06-10,John Pablo  Hernandez  Arevalo,AGUA FARMANORTE * 600 ML,"2,600",5,130
2026-06-10,John Pablo  Hernandez  Arevalo,AMOXICILINA 500 MG * 50 CAP,"18,000",20,"1,800"
2026-06-10,John Pablo  Hernandez  Arevalo,CONGESTEX * 10 CAP,"9,000",10,900
2026-06-10,John Pablo  Hernandez  Arevalo,CRONOFEN L JBE * 100 ML  L-RESPI-RIN,"18,500",10,"1,850"
2026-06-10,John Pablo  Hernandez  Arevalo,EREX BEBIDA 20 ML * 20 S/S,"3,200",10,320
2026-06-10,John Pablo  Hernandez  Arevalo,HEDERA HELIX + PROPOLEO JBE * 100 ML,"25,100",10,"2,510"
2026-06-10,John Pablo  Hernandez  Arevalo,MEDIZOL 500 MG * 2 OVULOS,"38,400",12,"4,608"
2026-06-10,John Pablo  Hernandez  Arevalo,MELOXICAM 15 MG * 10 TAB,"16,200",10,"1,620"
2026-06-10,John Pablo  Hernandez  Arevalo,POSTDAY * 2 TAB,"19,000",10,"1,900"
2026-06-10,John Pablo  Hernandez  Arevalo,PROCATEC 500 MG * 10 TAB,"18,000",10,"1,800"
2026-06-10,John Pablo  Hernandez  Arevalo,SILDENAFIL 50 MG * 2 TAB,"8,400",10,840
2026-06-10,John Pablo  Hernandez  Arevalo,SPLASH TEARS LAGRIMAS ARTIFICIALES * 15 ML,"32,100",10,"3,210"
2026-06-10,Cristhiam Adrian Botero Rojas,ACETAMINOFEN 500 MG * 100 TAB,"3,000",12,360
2026-06-10,Cristhiam Adrian Botero Rojas,AMOXICILINA 500 MG * 50 CAP,"18,000",20,"1,800"
2026-06-10,Cristhiam Adrian Botero Rojas,CETIRIZINA 10 MG * 10 TAB,"8,000",10,800
2026-06-10,Cristhiam Adrian Botero Rojas,CONGESTEX * 10 CAP,"17,500",10,"1,750"
2026-06-10,Cristhiam Adrian Botero Rojas,DOLORSIN FEM * 40 CAP L-TR-CAPS,"9,200",8,736
2026-06-10,Cristhiam Adrian Botero Rojas,EREX BEBIDA 20 ML * 20 S/S,"3,200",10,320
2026-06-10,Cristhiam Adrian Botero Rojas,FUNGISTEROL 200 MG * 10 TAB,"9,400",12,"1,128"
2026-06-10,Cristhiam Adrian Botero Rojas,IBUPROFENO 800 MG * 50 TAB,"10,000",20,"1,000"
2026-06-10,Cristhiam Adrian Botero Rojas,MELOXICAM 15 MG * 10 TAB,"16,200",10,"1,620"
2026-06-10,Cristhiam Adrian Botero Rojas,OKAP FORTE 250/20MG * 10 CAP,"21,700",10,"2,170"
2026-06-10,Cristhiam Adrian Botero Rojas,PIEL RETARDANTE * 3 PRESERVATIVOS,"10,500",10,"1,050"
2026-06-10,Cristhiam Adrian Botero Rojas,RANIMED PLUS * 24 S/S /D19/,"2,900",10,290
2026-06-11,John Pablo  Hernandez  Arevalo,CEVIT NF CEREZA * 30 ML,"23,200",12,"2,784"
2026-06-11,John Pablo  Hernandez  Arevalo,DOLORSIN FEM * 40 CAP L-TR-CAPS,"9,200",8,736
2026-06-11,John Pablo  Hernandez  Arevalo,LORATADINA 10 MG * 20 TAB,"5,000",10,500
2026-06-11,John Pablo  Hernandez  Arevalo,MENTOFRIX RUB UNG LATA * 12 GR,"5,546",10,555
2026-06-11,John Pablo  Hernandez  Arevalo,PIEL RETARDANTE * 3 PRESERVATIVOS,"10,500",10,"1,050"
2026-06-11,John Pablo  Hernandez  Arevalo,POSTDAY * 2 TAB,"19,000",10,"1,900"
2026-06-11,John Pablo  Hernandez  Arevalo,PRUEBA DE EMBARAZO DB LIFE LAPICERO * 1 UND,"11,900",5,595
2026-06-11,John Pablo  Hernandez  Arevalo,VITAMINA C+B2+ZINC *20 TAB,"21,849",5,"1,092"
2026-06-11,Cristhiam Adrian Botero Rojas,BRONCOCHEM NF PED * 120 ML,"30,200",5,"1,510"
2026-06-11,Cristhiam Adrian Botero Rojas,CRONOFEN 500 MG * 100 TB L-TR-CAPS,"8,000",10,800
2026-06-11,Cristhiam Adrian Botero Rojas,VYASIL 50 MG * 2 TAB,"19,900",10,"1,990"
2026-06-12,John Pablo  Hernandez  Arevalo,AGUA FARMANORTE * 600 ML,"2,600",5,130
2026-06-12,John Pablo  Hernandez  Arevalo,MELOXICAM 15 MG * 10 TAB,"16,200",10,"1,620"
2026-06-12,John Pablo  Hernandez  Arevalo,PRUEBA DE EMBARAZO DB LIFE LAPICERO * 1 UND,"11,900",5,595
2026-06-12,John Pablo  Hernandez  Arevalo,REPELENTE TRIDEX FAMILY SPRAY * 120 ML /D15/,"21,300",10,"2,130"
2026-06-12,John Pablo  Hernandez  Arevalo,VITAMINA C+B2+ZINC *20 TAB,"21,849",5,"1,092"
2026-06-12,Cristhiam Adrian Botero Rojas,AGUA FARMANORTE * 600 ML,"10,400",20,520
2026-06-12,Cristhiam Adrian Botero Rojas,AMOXICILINA 500 MG * 50 CAP,"9,000",10,900
2026-06-12,Cristhiam Adrian Botero Rojas,AZITROMICINA 500 MG * 3 TAB,"18,500",12,"2,220"
2026-06-12,Cristhiam Adrian Botero Rojas,CLOMAZOL 1 % CREMA * 40 GR,"30,300",12,"3,636"
2026-06-12,Cristhiam Adrian Botero Rojas,CRONOFEN 500 MG * 100 TB L-TR-CAPS,"4,000",10,400
2026-06-12,Cristhiam Adrian Botero Rojas,DICLOFENACO R 100 MG * 20 CAP,"8,000",8,640
2026-06-12,Cristhiam Adrian Botero Rojas,GALEZOL 500 MG * 6 TAB,"38,800",10,"3,880"
2026-06-12,Cristhiam Adrian Botero Rojas,HIDROXFAR 0.25 % * 120 ML /D24/,"36,900",12,"4,428"
2026-06-12,Cristhiam Adrian Botero Rojas,NITROFURANTOINA 100 MG * 40 CAP,"35,800",10,"3,580"
2026-06-12,Cristhiam Adrian Botero Rojas,PIEL SABORES * 3 PRESERVATIVOS,"10,500",10,"1,050"
2026-06-12,Cristhiam Adrian Botero Rojas,PIEL SENSITIVO * 3 PRESERVATIVOS,"10,500",10,"1,050"
2026-06-12,Cristhiam Adrian Botero Rojas,VITAMINA C + ZINC NARANJA * 100 TAB,"5,882",10,588
2026-06-12,Cristhiam Adrian Botero Rojas,VYASIL 50 MG * 2 TAB,"19,900",10,"1,990"
2026-06-13,John Pablo  Hernandez  Arevalo,ACETAMINOFEN 500 MG * 100 TAB,"12,000",48,"1,440"
2026-06-13,John Pablo  Hernandez  Arevalo,AGUA FARMANORTE * 600 ML,"10,400",20,520
2026-06-13,John Pablo  Hernandez  Arevalo,AMOXICILINA 500 MG * 50 CAP,"9,000",10,900
2026-06-13,John Pablo  Hernandez  Arevalo,BACTISOL * 10 TAB,"23,500",12,"2,820"
2026-06-13,John Pablo  Hernandez  Arevalo,CLORFENIRAMINA JBE * 120 ML,"8,300",10,830
2026-06-13,John Pablo  Hernandez  Arevalo,DIOSMIT 3 GR * 6 S/S,"7,600",8,608
2026-06-13,John Pablo  Hernandez  Arevalo,DOLORSIN FEM * 40 CAP L-TR-CAPS,"9,200",8,736
2026-06-13,John Pablo  Hernandez  Arevalo,EREX BEBIDA 20 ML * 20 S/S,"6,400",20,640
2026-06-13,John Pablo  Hernandez  Arevalo,FUNGISTEROL SHAMPOO * 200 ML,"39,600",12,"4,752"
2026-06-13,John Pablo  Hernandez  Arevalo,IBUPROFENO 800 MG * 50 TAB,"5,000",10,500
2026-06-13,John Pablo  Hernandez  Arevalo,IRBESARTAN 150 MG * 30 TAB,"19,500",10,"1,950"
2026-06-13,John Pablo  Hernandez  Arevalo,MENTOFRIX RUB UNG LATA * 12 GR,"5,546",10,555
2026-06-13,John Pablo  Hernandez  Arevalo,MICOTRAZOL 100 MG * 4 CAP,"31,100",12,"3,732"
2026-06-13,John Pablo  Hernandez  Arevalo,MIELTERTOS PASTILLAS MASTICABLES * 12 S/S,"2,800",10,280
2026-06-13,John Pablo  Hernandez  Arevalo,NAPROXENO 500 MG * 10 TAB,"15,000",10,"1,500"
2026-06-13,John Pablo  Hernandez  Arevalo,NAZIL OFTENO * 15 ML,"22,200",10,"2,220"
2026-06-13,John Pablo  Hernandez  Arevalo,NOVOXICAN 15 MG * 10 TAB,"18,500",10,"1,850"
2026-06-13,John Pablo  Hernandez  Arevalo,PRUEBA DE EMBARAZO DB LIFE LAPICERO * 1 UND,"11,900",5,595
2026-06-13,Cristhiam Adrian Botero Rojas,AMPLIEX 500 MG * 100 CAP,"17,000",12,"2,040"
2026-06-13,Cristhiam Adrian Botero Rojas,BRONCOMIELITO TABLETAS MASTICABLES * 24 S/S,"5,200",10,520
2026-06-13,Cristhiam Adrian Botero Rojas,CEFLAXILIN 500 MG * 20 CAP,"31,000",12,"3,720"
2026-06-13,Cristhiam Adrian Botero Rojas,CLINDABACT 100/100MG * 3 OVULOS,"37,500",12,"4,500"
2026-06-13,Cristhiam Adrian Botero Rojas,EREX BEBIDA 20 ML * 20 S/S,"3,200",10,320
2026-06-13,Cristhiam Adrian Botero Rojas,NAPROXENO 250 MG * 10 TAB,"7,200",10,720
2026-06-13,Cristhiam Adrian Botero Rojas,NAPROXENO 500 MG * 10 TAB,"15,000",10,"1,500"
2026-06-13,Jefferson Andres Castrillon  Piã±Uela,AZITROMICINA 500 MG * 3 TAB,"37,000",12,"4,440"
2026-06-13,Jefferson Andres Castrillon  Piã±Uela,BETAMETASONA CREMA 0.1% * 20 GR,"17,800",10,"1,780"
2026-06-13,Jefferson Andres Castrillon  Piã±Uela,VITAMINA C+B2+ZINC *20 TAB,"21,849",5,"1,092"
2026-06-14,Cristhiam Adrian Botero Rojas,AGUA FARMANORTE * 600 ML,"10,400",20,520
2026-06-14,Cristhiam Adrian Botero Rojas,AMPLIEX 500 MG * 100 CAP,"17,000",12,"2,040"
2026-06-14,Cristhiam Adrian Botero Rojas,BETAMETASONA CREMA 0.5% * 20 GR,"13,300",10,"1,330"
2026-06-14,Cristhiam Adrian Botero Rojas,BILSYL 240 MG * 20 CAP,"30,000",8,"2,400"
2026-06-14,Cristhiam Adrian Botero Rojas,BINAFAR 200/500MG * 24 TAB,"16,000",12,"1,920"
2026-06-14,Cristhiam Adrian Botero Rojas,FUNGISTEROL SHAMPOO * 200 ML,"39,600",12,"4,752"
2026-06-14,Cristhiam Adrian Botero Rojas,GRIPAC 4 * 100 CAP,"10,500",12,"1,260"
2026-06-14,Cristhiam Adrian Botero Rojas,HIDROXFAR 0.25 % * 120 ML /D24/,"36,900",12,"4,428"
2026-06-14,Cristhiam Adrian Botero Rojas,NORIFLAM 75MG/3ML * 6 AMP,"6,400",10,640
2026-06-14,Cristhiam Adrian Botero Rojas,NOVOXICAN 15 MG * 10 TAB,"18,500",10,"1,850"
2026-06-14,Cristhiam Adrian Botero Rojas,PIEL EXCITANTE * 3 PRESERVATIVOS,"10,500",10,"1,050"
2026-06-14,Cristhiam Adrian Botero Rojas,ROCIBLUE 50 MG * 2 TAB,"20,800",10,"2,080"
2026-06-14,Cristhiam Adrian Botero Rojas,SUREZINC TRANSFER VAINILLA * 400 GR,"56,500",15,"8,475"
2026-06-14,Cristhiam Adrian Botero Rojas,SYVIOFTAL * 5ML,"18,500",5,925
2026-06-14,Cristhiam Adrian Botero Rojas,TENSOFAR 50 MG * 30 TAB L-CONSUM,"19,300",10,"1,930"
2026-06-14,Cristhiam Adrian Botero Rojas,VITAMINA C 1000 MG + COLAGENO 10 MG * 100 TAB,"65,800",10,"6,580"
2026-06-14,Cristhiam Adrian Botero Rojas,VITAMINA C+B2+ZINC *20 TAB,"21,849",5,"1,092"
2026-06-14,Jefferson Andres Castrillon  Piã±Uela,ADIFAR * 20 TAB,"46,000",20,"4,600"
2026-06-14,Jefferson Andres Castrillon  Piã±Uela,AGUA FARMANORTE * 600 ML,"10,400",20,520
2026-06-14,Jefferson Andres Castrillon  Piã±Uela,ATLETICS GEL * 60 GR,"21,300",10,"2,130"
2026-06-14,Jefferson Andres Castrillon  Piã±Uela,BILSYL 240 MG * 20 CAP,"16,000",8,"1,280"
2026-06-14,Jefferson Andres Castrillon  Piã±Uela,CABLE IPHONE REF 1989,"16,807",10,"1,681"
2026-06-14,Jefferson Andres Castrillon  Piã±Uela,CLORFENIRAMINA JBE * 120 ML,"8,300",10,830
2026-06-14,Jefferson Andres Castrillon  Piã±Uela,CONGESTEX * 10 CAP,"9,000",10,900
2026-06-14,Jefferson Andres Castrillon  Piã±Uela,CRONOFEN L JBE * 100 ML  L-RESPI-RIN,"18,500",10,"1,850"
2026-06-14,Jefferson Andres Castrillon  Piã±Uela,DOSALDIN * 20 TAB,"16,000",12,"1,920"
2026-06-14,Jefferson Andres Castrillon  Piã±Uela,EREX BEBIDA 20 ML * 20 S/S,"3,200",10,320
2026-06-14,Jefferson Andres Castrillon  Piã±Uela,FULLREADY * 60 ML,"11,765",10,"1,176"
2026-06-14,Jefferson Andres Castrillon  Piã±Uela,GLICERTOX NF JBE * 125 ML,"38,100",12,"4,572"
2026-06-14,Jefferson Andres Castrillon  Piã±Uela,IBUPROFENO 800 MG * 50 TAB,"5,000",10,500
2026-06-14,Jefferson Andres Castrillon  Piã±Uela,MELOXICAM 15 MG * 10 TAB,"16,200",10,"1,620"
2026-06-14,Jefferson Andres Castrillon  Piã±Uela,MIELTERTOS PASTILLAS MASTICABLES * 12 S/S,"2,800",10,280
2026-06-14,Jefferson Andres Castrillon  Piã±Uela,NAPROXENO 500 MG * 10 TAB,"15,000",10,"1,500"
2026-06-14,Jefferson Andres Castrillon  Piã±Uela,NORIFLAM 75MG/3ML * 6 AMP,"6,400",10,640
2026-06-14,Jefferson Andres Castrillon  Piã±Uela,SUREZINC TRANSFER FACTOR PLUS * 30 S/S,"3,000",15,450
2026-06-14,Jefferson Andres Castrillon  Piã±Uela,VYASIL 50 MG * 2 TAB,"19,900",10,"1,990"
2026-06-15,Cristhiam Adrian Botero Rojas,ACED PIEL  PROTECTOR SOLAR SPF 50+ * 24 S/S,"3,782",10,378
2026-06-15,Cristhiam Adrian Botero Rojas,AGUA FARMANORTE * 600 ML,"7,800",5,390
2026-06-15,Cristhiam Adrian Botero Rojas,AMOXICILINA 500 MG * 50 CAP,"9,000",10,900
2026-06-15,Cristhiam Adrian Botero Rojas,ATROMIZIN 500 MG * 3 TAB,"24,900",10,"2,490"
2026-06-15,Cristhiam Adrian Botero Rojas,BRONCOMIELITO TABLETAS MASTICABLES * 24 S/S,"5,000",10,500
2026-06-15,Cristhiam Adrian Botero Rojas,CETIRIZINA 10 MG * 10 TAB,"8,000",10,800
2026-06-15,Cristhiam Adrian Botero Rojas,CLINDABACT 100/100MG * 3 OVULOS,"38,400",12,"4,608"
2026-06-15,Cristhiam Adrian Botero Rojas,COLESPAS 10 MG * 30 TAB,"39,600",12,"4,752"
2026-06-15,Cristhiam Adrian Botero Rojas,CONGESTEX * 10 CAP,"17,500",10,"1,750"
2026-06-15,Cristhiam Adrian Botero Rojas,CONGESTEX G KIDS * 90 ML L-TR-CAP,"25,200",5,"1,260"
2026-06-15,Cristhiam Adrian Botero Rojas,CRONOFEN 500 MG * 100 TB L-TR-CAPS,"4,000",10,400
2026-06-15,Cristhiam Adrian Botero Rojas,DICLOFENACO R 100 MG * 20 CAP,"8,000",8,640
2026-06-15,Cristhiam Adrian Botero Rojas,EREX BEBIDA 20 ML * 20 S/S,"12,800",30,"1,280"
2026-06-15,Cristhiam Adrian Botero Rojas,MEGA VIT ADVANCE * 2 TAB,"12,000",10,"1,200"
2026-06-15,Cristhiam Adrian Botero Rojas,NAPROXENO 250 MG * 10 TAB,"7,200",10,720
2026-06-15,Cristhiam Adrian Botero Rojas,NAPROXENO 500 MG * 10 TAB,"30,000",20,"3,000"
2026-06-15,Cristhiam Adrian Botero Rojas,NOVOXICAN 15 MG * 10 TAB,"37,000",20,"3,700"
2026-06-15,Cristhiam Adrian Botero Rojas,OKAP FORTE 250/20MG * 10 CAP,"21,700",10,"2,170"
2026-06-15,Cristhiam Adrian Botero Rojas,PIEL SENSITIVO * 3 PRESERVATIVOS,"10,500",10,"1,050"
2026-06-15,Cristhiam Adrian Botero Rojas,POSTDAY * 2 TAB,"19,000",10,"1,900"
2026-06-15,Cristhiam Adrian Botero Rojas,SUERO FISIOLOGICO * 30 ML,"6,800",5,340
2026-06-15,Cristhiam Adrian Botero Rojas,VALERIANA GOTAS * 25 ML,"18,600",10,"1,860"
2026-06-15,Cristhiam Adrian Botero Rojas,VITAMINA C + ZINC MANDARINA * 100 TAB,"5,882",15,882
2026-06-15,Cristhiam Adrian Botero Rojas,VITAMINA C + ZINC NARANJA * 100 TAB,"5,882",10,588
2026-06-15,Cristhiam Adrian Botero Rojas,VITAMINA C+B2+ZINC *20 TAB,"21,849",5,"1,092"
2026-06-15,Jefferson Andres Castrillon  Piã±Uela,AGUA FARMANORTE * 600 ML,"2,600",5,130
2026-06-15,Jefferson Andres Castrillon  Piã±Uela,AMOXICILINA 500 MG * 50 CAP,"9,000",10,900
2026-06-15,Jefferson Andres Castrillon  Piã±Uela,ATLETICS GEL * 60 GR,"21,300",10,"2,130"
2026-06-15,Jefferson Andres Castrillon  Piã±Uela,BIOVIR UNGUENTO * 15 GR,"17,500",8,"1,400"
2026-06-15,Jefferson Andres Castrillon  Piã±Uela,CRONOFEN 500 MG * 100 TB L-TR-CAPS,"4,000",10,400
2026-06-15,Jefferson Andres Castrillon  Piã±Uela,DICLOFENACO + HIDROXIDO ALUMINIO * 10 CAP,"22,600",5,"1,130"
2026-06-15,Jefferson Andres Castrillon  Piã±Uela,LORDINEX 10 MG * 10 TAB L-CONSUM,"8,900",8,712
2026-06-15,Jefferson Andres Castrillon  Piã±Uela,MENTOFRIX RUB UNG LATA * 12 GR,"5,546",10,555
2026-06-15,Jefferson Andres Castrillon  Piã±Uela,MIELTERTOS PASTILLAS MASTICABLES * 12 S/S,"5,600",10,560
2026-06-15,Jefferson Andres Castrillon  Piã±Uela,NAPROXENO 500 MG * 10 TAB,"15,000",10,"1,500"
2026-06-15,Jefferson Andres Castrillon  Piã±Uela,OMEPRAZOL 20 MG * 10 CAP,"4,500",8,360
2026-06-15,Jefferson Andres Castrillon  Piã±Uela,PROCATEC 500 MG * 10 TAB,"18,000",10,"1,800"
2026-06-16,Jorge Hernando Sanjuan Vega,AGUA FARMANORTE * 600 ML,"10,400",15,520
2026-06-16,Jorge Hernando Sanjuan Vega,CEFALEXINA 500 MG * 50 TAB,"13,000",10,"1,300"
2026-06-16,Jorge Hernando Sanjuan Vega,DOLORSIN FEM * 40 CAP L-TR-CAPS,"9,200",8,736
2026-06-16,Jorge Hernando Sanjuan Vega,HTO-LIAR JBE * 120 ML,"59,800",12,"7,176"
2026-06-16,Jorge Hernando Sanjuan Vega,MEXICAN 7.5 MG * 30 TAB,"7,000",12,840
2026-06-16,Jorge Hernando Sanjuan Vega,NAPROXENO 500 MG * 10 TAB,"15,000",10,"1,500"
2026-06-16,Jorge Hernando Sanjuan Vega,SUREZINC TRANSFER FACTOR PLUS * 30 S/S,"3,000",15,450
2026-06-16,Jorge Hernando Sanjuan Vega,SUREZINC TRANSFER KIDS VAINILLA * 400 GR,"56,500",15,"8,475"
2026-06-16,Cristhiam Adrian Botero Rojas,ADIFAR * 20 TAB,"23,000",10,"2,300"
2026-06-16,Cristhiam Adrian Botero Rojas,AMOXICILINA 500 MG * 50 CAP,"27,000",30,"2,700"
2026-06-16,Cristhiam Adrian Botero Rojas,BRONCOMIELITO TABLETAS MASTICABLES * 24 S/S,"2,600",10,260
2026-06-16,Cristhiam Adrian Botero Rojas,CLINDABACT 100/100MG * 3 OVULOS,"38,400",12,"4,608"
2026-06-16,Cristhiam Adrian Botero Rojas,CLINDABACT 2% CREMA VAGINAL * 20 GR,"46,500",10,"4,650"
2026-06-16,Cristhiam Adrian Botero Rojas,CLORFENIRAMINA JBE * 120 ML,"16,600",10,"1,660"
2026-06-16,Cristhiam Adrian Botero Rojas,EREX BEBIDA * 500 ML,"91,800",20,"9,180"
2026-06-16,Cristhiam Adrian Botero Rojas,EREX BEBIDA 20 ML * 20 S/S,"3,200",10,320
2026-06-16,Cristhiam Adrian Botero Rojas,GRIPAC 4 * 10 CAP,"21,900",10,"2,190"
2026-06-16,Cristhiam Adrian Botero Rojas,LORDINEX 10 MG * 10 TAB L-CONSUM,"17,800",16,"1,424"
2026-06-16,Cristhiam Adrian Botero Rojas,MEGA VIT ADVANCE * 2 TAB,"12,000",10,"1,200"
2026-06-16,Cristhiam Adrian Botero Rojas,NAPROXENO 250 MG * 10 TAB,"14,400",20,"1,440"
2026-06-16,Cristhiam Adrian Botero Rojas,NORIFLAM 75MG/3ML * 6 AMP,"6,400",10,640
2026-06-16,Cristhiam Adrian Botero Rojas,OIDOLYT GOTAS * 15 ML,"28,600",12,"3,432"
2026-06-16,Cristhiam Adrian Botero Rojas,POSTDAY * 2 TAB,"19,000",10,"1,900"
2026-06-16,Cristhiam Adrian Botero Rojas,SILDENAFIL 50 MG * 2 TAB MASTICABLES,"9,400",5,470
2026-06-16,Cristhiam Adrian Botero Rojas,VITAMINA C + ZINC TUTI FRUTI * 100 TAB,"5,882",10,588
2026-06-17,Jorge Hernando Sanjuan Vega,ACETAMINOFEN 500 MG * 100 TAB,"3,000",12,360
2026-06-17,Jorge Hernando Sanjuan Vega,AGUA FARMANORTE * 600 ML,"13,000",20,650
2026-06-17,Jorge Hernando Sanjuan Vega,BINAFAR 200/500MG * 24 TAB,"16,000",24,"1,920"
2026-06-17,Jorge Hernando Sanjuan Vega,CICLOFERIN UNGUENTO * 15 GR,"29,900",10,"2,990"
2026-06-17,Jorge Hernando Sanjuan Vega,COLESPAS 10 MG * 30 TAB,"39,600",12,"4,752"
2026-06-17,Jorge Hernando Sanjuan Vega,CRONOFEN 500 MG * 100 TB L-TR-CAPS,"8,000",10,800
2026-06-17,Jorge Hernando Sanjuan Vega,DOLORSIN FEM * 40 CAP L-TR-CAPS,"9,200",8,736
2026-06-17,Jorge Hernando Sanjuan Vega,FEXOFENADINA 120 MG * 10 TAB,"68,000",10,"6,800"
2026-06-17,Jorge Hernando Sanjuan Vega,GOFEN FORTE 400 MG * 60 CAP,"14,000",10,"1,400"
2026-06-17,Jorge Hernando Sanjuan Vega,LUDIKA GEL LUBRICANTE * 50 GR,"22,353",10,"2,235"
2026-06-17,Jorge Hernando Sanjuan Vega,MEGA VIT ADVANCE * 2 TAB,"12,000",10,"1,200"
2026-06-17,Jorge Hernando Sanjuan Vega,METRONIDAZOL 500 MG * 10 OVULOS,"16,200",7,"1,134"
2026-06-17,Jorge Hernando Sanjuan Vega,NITOXIPAR 500 MG * 6 TAB,"79,200",12,"9,504"
2026-06-17,Jorge Hernando Sanjuan Vega,OKAP FORTE 250/20MG * 10 CAP,"11,000",10,"1,100"
2026-06-17,Jorge Hernando Sanjuan Vega,SUREZINC TRANSFER FACTOR PLUS * 30 S/S,"6,000",30,900
2026-06-17,Cristhiam Adrian Botero Rojas,ATROMIZIN 500 MG * 3 TAB,"24,900",10,"2,490"
2026-06-17,Cristhiam Adrian Botero Rojas,DICLOFENACO R 100 MG * 20 CAP,"8,000",8,640
2026-06-17,Cristhiam Adrian Botero Rojas,IBUPROFENO 800 MG * 50 TAB,"5,000",10,500
2026-06-17,Cristhiam Adrian Botero Rojas,LOSARTAN E CARDIO 50 MG * 300 TAB,"6,000",10,600
2026-06-17,Cristhiam Adrian Botero Rojas,MEGA VIT ADVANCE * 2 TAB,"12,000",10,"1,200"
2026-06-17,Cristhiam Adrian Botero Rojas,MENTOFRIX RUB UNG LATA * 12 GR,"5,546",10,555
2026-06-17,Cristhiam Adrian Botero Rojas,MINOXIDIL 5% * 60 ML,"49,900",10,"4,990"
2026-06-17,Cristhiam Adrian Botero Rojas,PROPOMIELITO * 350 GR,"26,400",10,"2,640"
2026-06-17,Cristhiam Adrian Botero Rojas,RESVERATROL POLVO SABOR UVA * 500 GR,"59,900",10,"5,990"
2026-06-17,Cristhiam Adrian Botero Rojas,SUREZINC TRANSFER VAINILLA * 400 GR,"56,500",15,"8,475"
2026-06-17,Cristhiam Adrian Botero Rojas,VINAGRE DE MANZANA * 750 ML,"24,370",10,"2,437"
2026-06-17,Cristhiam Adrian Botero Rojas,VITAMINA C + ZINC MANDARINA * 100 TAB,"5,882",15,882
2026-06-17,Esteban Sandoval,ARNICA CREMA * 60 GR,"24,790",10,"2,479"
2026-06-18,Jorge Hernando Sanjuan Vega,ACETAMINOFEN CODEINA 325/30MG * 30 TAB,"15,000",10,"1,500"
2026-06-18,Jorge Hernando Sanjuan Vega,AGUA FARMANORTE * 600 ML,"5,200",5,260
2026-06-18,Jorge Hernando Sanjuan Vega,BACTRODERM SOLUCION * 60 ML,"11,000",10,"1,100"
2026-06-18,Jorge Hernando Sanjuan Vega,CEFALEXINA 500 MG * 50 TAB,"13,000",10,"1,300"
2026-06-18,Jorge Hernando Sanjuan Vega,CEFLAXILIN 500 MG * 20 CAP,"31,000",12,"3,720"
2026-06-18,Jorge Hernando Sanjuan Vega,CLINDABACT 2% CREMA VAGINAL * 20 GR,"46,500",10,"4,650"
2026-06-18,Jorge Hernando Sanjuan Vega,CRONOFEN 500 MG * 100 TB L-TR-CAPS,"4,000",10,400
2026-06-18,Jorge Hernando Sanjuan Vega,DOLORSIN FEM * 40 CAP L-TR-CAPS,"9,200",8,736
2026-06-18,Jorge Hernando Sanjuan Vega,GRIPAC 4 * 100 CAP,"10,500",12,"1,260"
2026-06-18,Jorge Hernando Sanjuan Vega,MEDIZOL 2 % CREMA VAGINAL * 20 GR,"39,900",12,"4,788"
2026-06-18,Jorge Hernando Sanjuan Vega,MIELTERTOS PASTILLAS MASTICABLES * 12 S/S,"2,800",10,280
2026-06-18,Jorge Hernando Sanjuan Vega,MINOXIDIL 5% * 60 ML,"49,900",10,"4,990"
2026-06-18,Jorge Hernando Sanjuan Vega,MULTI - WOMEN * 100 TAB,"89,500",10,"8,950"
2026-06-18,Jorge Hernando Sanjuan Vega,NAPROXENO 500 MG * 10 TAB,"15,000",10,"1,500"
2026-06-18,Jorge Hernando Sanjuan Vega,NAZIL OFTENO * 15 ML,"22,200",10,"2,220"
